Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-clive-christian-blonde-amber;Decante Blonde Amber - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-BLONDEAMBER-2ML;;SIM;NÃO;"<p><strong>BLONDE AMBER</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Oriental Ambarado Compartilhável (Unissex)</em> lançado em <strong>2022</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Clive</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Rum</em>, <em>Gengibre</em> e <em>Cardamomo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Tabaco Loiro</em> e <em>Jasmim Sambac</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Âmbar</em>, <em>Mirra</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, Blonde Amber, importado, perfume;Decante Blonde Amber - Clive Christian | Original Montalk;Compre decante original de Blonde Amber - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-blonde-amber;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-BLONDEAMBER-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-blonde-amber;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-BLONDEAMBER-10ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-hedonist;Decante Hedonist - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-HEDONIST-2ML;;SIM;NÃO;"<p><strong>HEDONIST</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Clive</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Gengibre</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Incenso</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Vetiver</em>, <em>Patchouli</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, Hedonist, importado, perfume;Decante Hedonist - Clive Christian | Original Montalk;Compre decante original de Hedonist - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-hedonist;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-HEDONIST-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-hedonist;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-HEDONIST-10ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-no-1-masculino;Decante No. 1 Masculino - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-NO1MASCULINO-2ML;;SIM;NÃO;"<p><strong>NO. 1 MASCULINO</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2001</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Geza Schoen</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Cardamomo</em>, <em>Damasco</em> e <em>Lima</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Lírio-do-Vale</em>, <em>Íris</em> e <em>Rosa de Maio</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo Indiano</em>, <em>Vetiver</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, No. 1 Masculino, importado, perfume;Decante No. 1 Masculino - Clive Christian | Original Montalk;Compre decante original de No. 1 Masculino - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-no-1-masculino;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-NO1MASCULINO-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-no-1-masculino;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-NO1MASCULINO-10ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-town-country;Decante Town & Country - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-TOWNCOUNTRY-2ML;;SIM;NÃO;"<p><strong>TOWN & COUNTRY</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Aromático Especiado Compartilhável (Unissex)</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Clive</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Limão Sanguíneo</em> e <em>Sálvia Clary</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Manjericão</em> e <em>Alecrim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em> e <em>Âmbar Branco</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, Town & Country, importado, perfume;Decante Town & Country - Clive Christian | Original Montalk;Compre decante original de Town & Country - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-town-country;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-TOWNCOUNTRY-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-town-country;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-TOWNCOUNTRY-10ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-cashmere-musk;Decante Cashmere Musk - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-CASHMEREMUSK-2ML;;SIM;NÃO;"<p><strong>CASHMERE MUSK</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Floral Almiscarado Compartilhável (Unissex)</em> lançado em <strong>2019</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Membro da Clive</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Almíscar Branco</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Raiz de Íris</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em> e <em>Madeira de Cashmere</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, Cashmere Musk, importado, perfume;Decante Cashmere Musk - Clive Christian | Original Montalk;Compre decante original de Cashmere Musk - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-cashmere-musk;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-CASHMEREMUSK-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-cashmere-musk;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-CASHMEREMUSK-10ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-x-masculino;Decante X Masculino - Clive Christian;Decantes > Clive Christian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CLIV-XMASCULINO-2ML;;SIM;NÃO;"<p><strong>X MASCULINO</strong> de <strong>CLIVE CHRISTIAN</strong> é um perfume <em>Amadeirado Chipre Masculino</em> lançado em <strong>2001</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Geza Schoen</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Abacaxi</em>, <em>Ruibarbo</em> e <em>Cardamomo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Íris</em>, <em>Jasmim</em> e <em>Páprica</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Cedro</em>, <em>Vetiver</em>, <em>Musgo de Carvalho</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Clive Christian, X Masculino, importado, perfume;Decante X Masculino - Clive Christian | Original Montalk;Compre decante original de X Masculino - Clive Christian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Clive Christian;SIM;;;;
decante-clive-christian-x-masculino;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CLIV-XMASCULINO-5ML;;;NÃO;;;;;;SIM;;;;
decante-clive-christian-x-masculino;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CLIV-XMASCULINO-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-aventus-absolu;Decante Aventus Absolu - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-AVENTUSABSOL-2ML;;SIM;NÃO;"<p><strong>AVENTUS ABSOLU</strong> de <strong>CREED</strong> é um perfume <em>Chipre Frutado Masculino</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Erwin Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Toranja</em>, <em>Bergamota</em> e <em>Groselha Preta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Gengibre</em>, <em>Canela</em> e <em>Cardamomo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Vetiver</em>, <em>Patchouli</em> e <em>Pau-Rosa</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Aventus Absolu, importado, perfume;Decante Aventus Absolu - Creed | Original Montalk;Compre decante original de Aventus Absolu - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
decante-creed-aventus-absolu;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-CREE-AVENTUSABSOL-5ML;;;NÃO;;;;;;SIM;;;;
decante-creed-aventus-absolu;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-CREE-AVENTUSABSOL-10ML;;;NÃO;;;;;;SIM;;;;
decante-creed-aventus-cologne;Decante Aventus Cologne - Creed;Decantes > Creed;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-CREE-AVENTUSCOLOG-2ML;;SIM;NÃO;"<p><strong>AVENTUS COLOGNE</strong> de <strong>CREED</strong> é um perfume <em>Cítrico Aromático Masculino</em> lançado em <strong>2018</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Olivier Creed</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Tangerina</em>, <em>Pimenta Rosa</em> e <em>Gengibre</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Vetiver</em>, <em>Patchouli</em> e <em>Sândalo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Bétula</em> e <em>Fava Tonka</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Creed, Aventus Cologne, importado, perfume;Decante Aventus Cologne - Creed | Original Montalk;Compre decante original de Aventus Cologne - Creed fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Creed;SIM;;;;
